skill_score,cgpa_score,location_score,domain_score,cgpa_raw,num_skills,num_req_skills,min_cgpa_req,label
0.4846,0.2418,1.0,0.3,4.84,1,5,7.0,0
0.2176,0.7047,0.0,0.6,7.05,6,2,6.5,0
0.5513,0.8922,0.5,0.3,8.92,1,3,6.0,1
0.0895,0.3306,1.0,0.6,6.61,3,1,7.0,0
0.7186,0.8933,0.0,1.0,8.93,6,3,7.5,1
0.3215,0.6249,0.0,0.0,6.25,4,2,5.5,0
0.7703,0.8054,1.0,0.0,8.05,1,2,6.0,1
0.556,0.8527,1.0,1.0,8.53,1,4,6.0,1
0.1492,0.2704,1.0,0.0,5.41,6,4,6.5,0
0.4946,0.7333,1.0,1.0,7.33,3,5,7.0,1
0.4092,0.5786,1.0,1.0,5.79,6,1,5.5,1
0.563,0.2128,0.0,0.6,4.26,5,5,7.5,0
0.7026,0.2347,0.0,1.0,4.69,2,3,7.0,1
0.5845,0.8206,1.0,1.0,8.21,5,1,6.0,1
0.7114,0.3132,0.0,0.3,6.26,1,2,7.5,0
0.1586,0.8236,0.0,1.0,8.24,7,2,6.0,0
0.3828,0.2438,1.0,0.6,4.88,1,3,5.5,1
0.0671,0.7715,1.0,0.3,7.72,2,4,6.0,0
0.4834,0.7519,0.0,0.6,7.52,4,1,6.5,0
0.989,0.6474,0.0,0.6,6.47,1,3,6.0,1
0.6944,0.2018,0.5,0.0,4.04,4,1,5.5,0
0.6573,0.2847,0.0,0.0,5.69,5,1,6.0,0
0.4207,0.9712,0.0,0.3,9.71,7,3,7.0,0
0.1444,0.7745,1.0,0.6,7.75,3,2,7.5,0
0.2964,0.8998,1.0,0.3,9.0,4,5,7.0,1
0.3684,0.2188,1.0,0.6,4.38,5,4,6.0,0
0.7062,0.2081,1.0,1.0,4.16,7,3,7.0,1
0.1864,0.8244,1.0,0.6,8.24,4,2,6.0,0
0.7822,0.2415,1.0,0.6,4.83,4,4,6.0,1
0.2428,0.7891,0.5,1.0,7.89,4,2,7.5,1
0.3771,0.9218,1.0,0.3,9.22,5,3,6.5,1
0.551,0.2859,1.0,1.0,5.72,5,5,6.0,1
0.7649,0.2579,1.0,0.0,5.16,1,2,6.0,0
0.1144,0.6278,1.0,1.0,6.28,4,2,5.5,1
0.6112,0.7615,0.5,0.6,7.61,2,2,5.5,1
0.1036,0.283,0.0,1.0,5.66,4,2,7.5,0
0.2296,0.2948,0.0,0.6,5.9,7,2,6.0,0
0.8125,0.5688,0.0,0.0,5.69,3,2,5.5,0
0.6954,0.2186,1.0,0.6,4.37,1,3,6.0,1
0.1634,0.5505,1.0,1.0,5.51,5,2,5.5,0
0.575,0.2694,1.0,0.6,5.39,1,3,7.0,1
0.0878,0.287,0.0,0.3,5.74,7,3,6.0,0
0.3625,0.3639,0.0,0.6,7.28,3,5,7.5,0
0.4493,0.9164,0.5,1.0,9.16,2,5,7.0,1
0.4373,0.7224,1.0,0.0,7.22,2,4,6.5,0
0.5768,0.2903,0.0,0.6,5.81,5,1,7.0,0
0.864,0.9084,0.0,1.0,9.08,7,3,7.5,1
0.2426,0.226,0.5,1.0,4.52,5,4,7.0,0
0.6946,0.5653,1.0,1.0,5.65,7,1,5.5,1
0.7391,0.2848,1.0,0.0,5.7,6,4,7.0,0
0.3987,0.9103,0.5,1.0,9.1,3,1,6.5,1
0.0909,0.2175,0.5,0.6,4.35,2,2,7.5,0
0.3843,0.205,0.5,0.6,4.1,1,3,7.0,0
0.7211,0.9874,1.0,0.6,9.87,3,2,6.5,1
0.6096,0.2885,0.0,1.0,5.77,3,1,7.0,0
0.5571,0.8959,0.5,0.6,8.96,4,4,7.5,1
0.4105,0.7079,0.5,0.3,7.08,4,3,7.0,0
0.6166,0.3456,0.5,0.3,6.91,7,5,7.5,0
0.3301,0.2141,1.0,0.6,4.28,1,4,6.0,0
0.6444,0.6862,1.0,0.3,6.86,7,1,6.0,1
0.655,0.2836,1.0,0.3,5.67,5,5,7.0,0
0.7491,0.3319,0.5,0.0,6.64,7,4,7.5,0
0.5597,0.9458,1.0,0.6,9.46,5,2,5.5,1
0.5725,0.8492,0.0,0.6,8.49,7,2,7.5,0
0.4134,0.2682,1.0,1.0,5.36,6,5,6.5,1
0.7878,0.3041,0.5,1.0,6.08,1,4,7.0,1
0.7033,0.7027,1.0,1.0,7.03,3,4,6.5,1
0.4745,0.6701,0.0,0.6,6.7,7,4,6.0,0
0.4319,0.333,0.0,0.3,6.66,2,3,7.0,0
0.3685,0.9691,0.5,1.0,9.69,2,2,7.0,1
0.3266,0.8088,0.0,0.6,8.09,4,3,6.5,0
0.6799,0.2091,0.5,1.0,4.18,5,2,6.0,1
0.6249,0.2762,0.0,0.3,5.52,4,2,6.0,0
0.5514,0.3173,1.0,0.3,6.35,3,3,7.0,0
0.6146,0.915,0.0,0.3,9.15,3,1,7.5,0
0.2494,0.6665,0.0,0.6,6.67,7,3,6.5,0
0.8245,0.2469,0.0,0.6,4.94,3,3,7.5,0
0.7929,0.2081,0.5,0.0,4.16,7,5,7.5,0
0.4201,0.9566,0.5,0.6,9.57,6,5,6.5,1
0.4088,0.6997,0.5,0.6,7.0,4,1,5.5,0
0.3229,0.7273,1.0,0.0,7.27,3,4,6.0,0
0.0161,0.9208,0.0,0.0,9.21,4,5,7.5,0
0.4549,0.9658,1.0,0.6,9.66,5,2,6.0,1
0.411,0.8735,0.0,0.6,8.73,4,3,7.5,0
0.4067,0.7901,0.5,0.0,7.9,1,3,5.5,0
0.4453,0.3281,1.0,0.3,6.56,6,5,7.0,0
0.3664,0.7971,1.0,1.0,7.97,5,5,6.0,1
0.413,0.7586,0.5,0.6,7.59,7,5,7.0,0
0.575,0.9033,1.0,0.3,9.03,1,5,6.5,1
0.4414,0.7635,1.0,0.0,7.63,1,5,6.0,1
0.1907,0.2171,0.0,0.3,4.34,5,4,5.5,0
0.8692,0.8294,0.0,0.3,8.29,5,2,7.5,0
0.2839,0.777,1.0,0.6,7.77,1,5,7.0,1
0.4291,0.8485,0.5,1.0,8.49,1,1,7.0,1
0.4989,0.2706,0.5,0.0,5.41,5,2,7.0,0
0.4654,0.552,1.0,0.6,5.52,2,3,5.5,1
0.7584,0.259,1.0,0.6,5.18,1,4,6.0,1
0.6069,0.6014,1.0,0.0,6.01,2,3,5.5,0
0.5891,0.3612,1.0,0.3,7.22,4,4,7.5,0
0.6473,0.995,0.0,0.6,9.95,2,4,7.5,1
0.8102,0.8903,0.5,0.6,8.9,4,5,7.0,1
0.3248,0.2759,0.0,0.0,5.52,2,1,7.0,0
0.3104,0.2899,1.0,0.3,5.8,1,1,6.0,0
0.5589,0.9457,1.0,0.0,9.46,2,1,7.0,1
0.5825,0.7781,1.0,0.0,7.78,7,5,7.5,1
0.3376,0.2265,1.0,0.6,4.53,2,3,6.0,0
0.4959,0.217,0.0,0.3,4.34,7,2,7.0,0
0.6123,0.8517,0.5,1.0,8.52,5,3,6.5,1
0.3512,0.7626,0.0,0.0,7.63,2,2,6.0,0
0.6904,0.296,0.0,1.0,5.92,1,1,6.0,0
0.3348,0.7151,0.5,1.0,7.15,2,5,6.0,1
0.4744,0.2632,0.0,0.6,5.26,2,4,7.5,0
0.3747,0.8207,0.5,1.0,8.21,6,2,7.5,1
0.2763,0.6707,0.5,0.0,6.71,3,1,6.0,0
0.5737,0.7198,0.0,0.3,7.2,6,3,6.5,0
0.3724,0.2494,1.0,1.0,4.99,1,5,6.0,0
0.2474,0.6579,1.0,0.3,6.58,4,4,5.5,0
0.1098,0.2236,0.5,0.3,4.47,5,5,6.0,0
0.5102,0.262,0.0,1.0,5.24,3,2,5.5,0
0.2793,0.8452,1.0,1.0,8.45,5,3,5.5,1
0.4707,0.2242,0.0,1.0,4.48,7,3,5.5,0
0.281,0.2867,1.0,0.3,5.73,5,3,6.5,0
0.7176,0.7016,0.0,0.0,7.02,2,1,5.5,0
0.5951,0.8909,1.0,1.0,8.91,2,1,7.0,1
0.7606,0.7679,1.0,1.0,7.68,1,3,5.5,1
0.7331,0.841,1.0,0.0,8.41,2,4,5.5,1
0.6733,0.2303,1.0,0.6,4.61,4,3,7.5,1
0.5621,0.3155,0.0,0.6,6.31,2,5,7.0,0
0.5364,0.8888,0.5,0.3,8.89,7,1,5.5,1
0.6476,0.6032,1.0,1.0,6.03,7,2,5.5,1
0.6748,0.2512,1.0,0.6,5.02,7,3,5.5,1
0.5633,0.273,0.0,1.0,5.46,4,1,6.5,0
0.7012,0.2615,1.0,0.0,5.23,7,5,6.0,1
0.8344,0.238,0.0,0.0,4.76,6,4,5.5,0
0.5742,0.2809,0.5,0.0,5.62,1,4,6.0,0
0.5038,0.9023,1.0,0.0,9.02,7,4,5.5,1
0.4147,0.294,0.5,1.0,5.88,7,4,7.0,0
0.9089,0.9256,0.0,0.6,9.26,2,2,7.5,1
0.6051,0.7032,1.0,1.0,7.03,7,1,6.5,1
0.6829,0.3117,0.0,0.6,6.23,4,1,7.0,0
0.7505,0.2479,1.0,0.3,4.96,4,4,6.5,1
0.6537,0.2723,0.0,0.6,5.45,6,3,6.5,0
0.4671,0.273,1.0,0.6,5.46,4,1,7.0,0
0.8852,0.956,1.0,0.6,9.56,2,2,6.5,1
0.5891,0.7394,1.0,1.0,7.39,1,5,6.0,1
0.349,0.9916,1.0,1.0,9.92,4,1,6.0,1
0.1908,0.7904,0.0,0.3,7.9,7,5,6.5,0
0.6904,0.2032,1.0,0.3,4.06,1,3,7.0,0
0.5266,0.8039,1.0,0.0,8.04,2,3,5.5,1
0.4088,0.2909,1.0,0.0,5.82,3,2,7.5,0
0.765,0.9062,1.0,1.0,9.06,7,5,7.0,1
0.4576,0.98,1.0,1.0,9.8,1,3,6.0,1
0.3669,0.3115,1.0,0.0,6.23,7,3,6.5,0
0.1339,0.3452,1.0,1.0,6.9,1,1,7.5,0
0.5425,0.7274,1.0,0.3,7.27,7,2,5.5,1
0.7586,0.2283,1.0,0.6,4.57,6,4,5.5,1
0.1986,0.9209,0.0,1.0,9.21,3,1,7.5,0
0.517,0.6685,1.0,0.6,6.69,1,2,5.5,1
0.4274,0.7493,1.0,0.6,7.49,7,1,6.5,1
0.1452,0.2084,1.0,0.3,4.17,7,3,6.5,0
0.4391,0.2422,0.5,0.6,4.84,6,3,7.0,0
0.6847,0.2179,0.0,1.0,4.36,6,5,6.5,0
0.6032,0.9316,1.0,0.3,9.32,7,2,5.5,1
0.3064,0.8381,0.0,1.0,8.38,6,2,5.5,0
0.1231,0.6272,1.0,0.3,6.27,3,5,6.0,0
0.3428,0.9813,1.0,1.0,9.81,7,3,5.5,1
0.3104,0.7693,0.5,0.3,7.69,3,4,6.5,0
0.3122,0.7229,1.0,1.0,7.23,6,3,6.5,1
0.3376,0.8523,0.0,0.6,8.52,6,4,5.5,0
0.6153,0.6546,0.0,1.0,6.55,1,4,5.5,0
0.3377,0.2436,0.0,0.0,4.87,1,5,6.0,0
0.4446,0.8099,1.0,0.6,8.1,4,2,5.5,1
0.6084,0.8755,1.0,1.0,8.76,5,1,7.5,1
0.4651,0.2978,0.0,0.6,5.96,7,1,6.0,0
0.8215,0.9804,0.0,0.6,9.8,6,1,7.0,1
0.9152,0.7514,0.0,0.3,7.51,3,2,7.0,1
0.264,0.7647,0.0,1.0,7.65,7,5,6.0,0
0.2468,0.3357,1.0,1.0,6.71,1,5,7.0,0
0.335,0.9476,0.5,0.3,9.48,2,2,7.0,1
0.7686,0.8171,1.0,0.3,8.17,7,1,6.5,1
0.2101,0.7578,1.0,0.0,7.58,3,1,7.0,0
0.6645,0.8585,0.0,1.0,8.58,5,1,7.5,1
0.301,0.3219,1.0,0.0,6.44,2,1,6.5,0
0.2426,0.2415,1.0,0.0,4.83,5,2,5.5,0
0.7004,0.268,0.0,0.6,5.36,7,3,6.5,0
0.4519,0.6452,1.0,0.0,6.45,4,2,6.0,0
0.8739,0.3164,1.0,0.3,6.33,7,5,7.5,1
0.7088,0.2739,1.0,0.6,5.48,7,5,7.0,1
0.2356,0.2053,0.0,0.3,4.11,5,1,7.5,0
0.3142,0.7371,0.5,1.0,7.37,3,1,6.0,0
0.4026,0.6756,0.0,0.3,6.76,1,1,5.5,0
0.9936,0.2391,1.0,0.3,4.78,6,3,5.5,1
0.2705,0.7298,0.0,0.0,7.3,6,4,6.0,0
0.3619,0.9331,0.0,0.6,9.33,1,2,6.0,0
0.9081,0.2913,1.0,0.6,5.83,1,3,7.0,1
0.5178,0.5711,1.0,0.6,5.71,6,5,5.5,1
0.3803,0.215,0.0,0.3,4.3,3,2,7.0,0
0.0508,0.2823,1.0,1.0,5.65,2,1,7.0,0
0.1549,0.813,0.0,0.6,8.13,4,5,5.5,0
0.4644,0.8798,1.0,0.0,8.8,2,5,5.5,0
0.1009,0.2164,1.0,1.0,4.33,6,2,7.0,0
0.4934,0.2641,0.0,1.0,5.28,1,5,7.0,0
0.4202,0.2318,1.0,1.0,4.64,5,3,6.5,0
0.6695,0.7594,1.0,0.6,7.59,2,1,7.0,1
0.5361,0.9237,0.0,1.0,9.24,2,1,6.0,1
0.7893,0.8397,0.5,0.0,8.4,3,1,6.0,1
0.3453,0.2015,0.0,0.6,4.03,5,1,7.0,0
0.3661,0.9377,0.5,0.6,9.38,2,2,6.0,0
0.5957,0.2157,1.0,0.3,4.31,4,1,5.5,1
0.7053,0.8034,1.0,0.0,8.03,6,4,7.0,1
0.4351,0.2845,0.0,0.6,5.69,6,2,6.0,0
0.9311,0.3494,1.0,0.6,6.99,2,1,7.5,1
0.5566,0.9295,0.5,0.0,9.29,1,3,6.0,1
0.2801,0.9736,1.0,1.0,9.74,6,1,6.5,1
0.4727,0.3243,1.0,0.6,6.49,2,1,7.0,1
0.5228,0.901,0.5,0.6,9.01,1,5,6.0,1
0.2418,0.7478,1.0,1.0,7.48,2,3,5.5,1
0.8165,0.3162,0.0,0.6,6.32,7,5,6.5,0
0.1795,0.2063,0.0,1.0,4.13,5,4,5.5,0
0.1665,0.3205,0.5,0.0,6.41,4,4,6.5,0
0.1921,0.9017,0.0,1.0,9.02,6,4,6.0,0
0.8002,0.2235,1.0,0.0,4.47,4,1,6.5,1
0.5629,0.6781,0.5,0.6,6.78,2,1,5.5,0
0.0372,0.6027,1.0,0.6,6.03,2,3,6.0,0
0.3317,0.322,1.0,0.0,6.44,4,2,7.5,0
0.6182,0.9539,0.0,0.3,9.54,1,1,7.0,0
0.7322,0.2965,0.0,0.3,5.93,7,2,7.0,0
0.5635,0.2636,0.0,0.6,5.27,2,3,6.5,0
0.471,0.9445,0.5,0.6,9.44,4,3,7.5,0
0.3481,0.6765,0.0,1.0,6.77,3,1,6.0,0
0.5474,0.2139,0.0,0.3,4.28,3,5,5.5,0
0.673,0.7051,1.0,0.0,7.05,1,5,7.0,1
0.1481,0.2396,0.5,1.0,4.79,2,5,7.0,0
0.2695,0.8623,0.5,1.0,8.62,4,2,7.0,0
0.7667,0.2435,0.5,0.6,4.87,3,3,6.0,0
0.319,0.9595,1.0,0.0,9.59,3,2,6.0,1
0.8724,0.6522,1.0,0.0,6.52,1,5,6.0,1
0.6719,0.9676,0.5,1.0,9.68,3,4,7.5,1
0.3721,0.2138,0.5,0.6,4.28,3,4,5.5,0
0.1341,0.2359,0.0,0.6,4.72,3,5,6.0,0
0.6548,0.2796,1.0,0.0,5.59,2,3,6.5,0
0.1885,0.802,0.0,0.3,8.02,6,5,7.5,0
0.426,0.207,0.5,0.0,4.14,2,1,6.0,0
0.4112,0.7735,1.0,0.3,7.74,6,1,5.5,1
0.4559,0.6957,0.0,0.6,6.96,2,3,6.0,0
0.2596,0.9327,0.0,1.0,9.33,4,4,7.0,0
0.321,0.2792,1.0,0.6,5.58,6,5,7.0,0
0.7084,0.3208,1.0,0.3,6.42,3,2,6.5,0
0.4181,0.2242,0.0,0.6,4.48,2,4,7.5,0
0.3693,0.7075,1.0,1.0,7.08,1,5,6.5,1
0.6214,0.8563,1.0,1.0,8.56,1,5,6.0,1
0.8576,0.839,1.0,0.0,8.39,5,1,7.5,1
0.4508,0.2363,0.0,0.6,4.73,6,4,6.5,0
0.7295,0.7714,0.0,0.6,7.71,6,3,5.5,1
0.1149,0.937,0.0,0.6,9.37,1,1,6.5,0
0.3445,0.9824,0.5,0.3,9.82,1,2,5.5,0
0.855,0.2579,0.0,0.6,5.16,7,5,6.0,0
0.338,0.9327,0.0,0.6,9.33,1,3,6.0,0
0.3171,0.2106,0.0,0.0,4.21,2,2,7.5,0
0.849,0.7905,1.0,0.6,7.9,7,5,6.5,1
0.3097,0.9764,1.0,0.6,9.76,6,1,6.5,1
0.3701,0.8998,0.5,0.3,9.0,1,5,5.5,0
0.6429,0.3633,0.5,0.0,7.27,3,3,7.5,0
0.4616,0.2328,1.0,0.0,4.66,5,4,7.5,0
0.4702,0.8997,1.0,0.3,9.0,1,5,5.5,1
0.2457,0.2673,1.0,1.0,5.35,7,2,7.5,0
0.6468,0.8372,1.0,0.6,8.37,3,2,7.5,1
0.0612,0.8208,0.5,0.0,8.21,2,5,7.0,0
0.1164,0.9674,1.0,0.6,9.67,4,1,6.0,0
0.2064,0.7983,1.0,1.0,7.98,7,5,5.5,1
0.5452,0.2444,1.0,1.0,4.89,6,4,6.0,1
0.6425,0.236,0.5,0.3,4.72,4,1,5.5,0
0.6404,0.9101,1.0,0.3,9.1,2,1,5.5,1
0.3283,0.7481,1.0,1.0,7.48,7,2,5.5,1
0.1903,0.9329,0.5,1.0,9.33,4,5,6.5,1
0.6664,0.8144,0.5,0.0,8.14,6,2,5.5,1
0.766,0.9318,0.0,0.3,9.32,6,3,7.5,1
0.5254,0.3315,1.0,0.3,6.63,5,1,7.5,0
0.2858,0.8016,1.0,1.0,8.02,1,3,7.5,1
0.4513,0.8359,1.0,0.6,8.36,5,5,6.0,1
0.0637,0.9788,0.0,0.6,9.79,1,3,7.5,0
0.9062,0.7725,1.0,0.0,7.72,5,2,5.5,1
0.5202,0.9385,1.0,1.0,9.39,4,5,5.5,1
0.1218,0.9045,0.0,0.6,9.04,5,4,7.5,0
0.7162,0.2164,0.0,1.0,4.33,3,1,7.0,1
0.6098,0.7254,1.0,0.0,7.25,3,1,7.0,1
0.2292,0.7623,0.5,0.6,7.62,2,3,7.5,0
0.1522,0.8129,1.0,0.6,8.13,7,4,5.5,1
0.1194,0.2243,1.0,0.6,4.49,7,3,7.5,0
0.8813,0.3512,0.0,1.0,7.02,6,1,7.5,0
0.2506,0.9596,0.0,1.0,9.6,1,4,7.0,0
0.4051,0.6573,0.0,0.0,6.57,3,4,6.5,0
0.8645,0.6723,0.5,1.0,6.72,5,4,6.0,1
0.4207,0.7691,0.0,0.6,7.69,1,1,6.0,0
0.5816,0.6287,1.0,1.0,6.29,6,5,6.0,1
0.8859,0.8882,0.0,1.0,8.88,7,1,7.5,1
0.4272,0.2395,0.0,0.0,4.79,3,2,7.5,0
0.5419,0.3263,0.0,0.0,6.53,1,3,7.5,0
0.49,0.6075,1.0,0.0,6.07,7,2,5.5,1
0.3531,0.3161,0.5,1.0,6.32,1,4,7.0,0
0.7746,0.6303,0.5,0.0,6.3,7,5,6.0,1
0.2457,0.8236,1.0,0.6,8.24,4,5,5.5,0
0.7533,0.2391,0.5,1.0,4.78,7,4,5.5,1
0.3602,0.8083,0.5,0.6,8.08,3,5,7.5,1
0.2948,0.758,1.0,0.6,7.58,7,3,5.5,1
0.0961,0.2492,1.0,1.0,4.98,4,5,5.5,0
0.6586,0.7179,1.0,0.3,7.18,7,4,6.0,1
0.4467,0.2702,1.0,0.6,5.4,5,3,6.5,0
0.6157,0.2601,0.5,0.3,5.2,3,3,7.5,0
0.7389,0.2411,0.5,0.0,4.82,4,3,7.5,0
0.4927,0.8322,1.0,0.0,8.32,3,5,6.0,1
0.5645,0.9058,1.0,1.0,9.06,3,4,7.0,1
0.368,0.9051,0.5,1.0,9.05,2,5,7.0,1
0.3716,0.7665,0.0,1.0,7.67,2,1,6.5,0
0.671,0.9878,1.0,0.6,9.88,2,2,6.0,1
0.4932,0.3009,0.5,1.0,6.02,5,1,7.0,0
0.4987,0.203,1.0,0.6,4.06,1,4,5.5,0
0.3209,0.7657,0.5,0.3,7.66,7,2,6.0,0
0.5336,0.9704,0.5,0.6,9.7,4,5,6.0,1
0.4082,0.8897,0.0,1.0,8.9,4,1,6.0,1
0.086,0.6998,0.5,0.3,7.0,2,1,6.5,0
0.4292,0.9936,0.0,0.3,9.94,3,1,7.5,0
0.3153,0.3426,0.5,0.6,6.85,6,5,7.0,0
0.6786,0.2109,0.0,0.3,4.22,5,2,5.5,0
0.5367,0.9374,1.0,0.3,9.37,4,3,6.5,1
0.3719,0.309,1.0,0.6,6.18,6,3,6.5,0
0.0198,0.9894,0.0,0.0,9.89,3,3,5.5,0
0.3891,0.9617,0.0,0.0,9.62,4,2,6.0,0
0.5484,0.7494,0.5,1.0,7.49,6,3,6.5,1
0.3406,0.2916,1.0,1.0,5.83,4,5,6.0,0
0.37,0.2489,0.0,0.6,4.98,3,1,7.5,0
0.4786,0.2333,0.0,0.0,4.67,3,5,7.5,0
0.05,0.8106,1.0,1.0,8.11,5,5,6.5,1
0.8578,0.5511,1.0,0.0,5.51,5,3,5.5,1
0.9069,0.8176,0.0,0.6,8.18,6,3,6.0,1
0.9894,0.2079,0.5,0.6,4.16,1,3,7.5,1
0.4718,0.2213,1.0,1.0,4.43,5,5,7.5,1
0.2314,0.2374,0.5,0.6,4.75,4,3,5.5,0
0.0719,0.848,0.0,0.0,8.48,7,3,7.0,0
0.7045,0.8226,1.0,0.6,8.23,4,5,7.5,1
0.6323,0.871,0.0,0.6,8.71,4,5,6.5,1
0.5225,0.788,0.5,1.0,7.88,4,1,6.5,1
0.6878,0.9998,1.0,1.0,10.0,4,5,5.5,1
0.3839,0.6622,1.0,0.3,6.62,7,2,5.5,0
0.8463,0.2512,1.0,0.6,5.02,7,4,6.5,1
0.16,0.86,0.0,0.0,8.6,3,4,6.5,0
0.3696,0.2951,0.5,1.0,5.9,5,2,7.5,0
0.3766,0.3032,0.5,0.0,6.06,7,3,7.0,0
0.3361,0.7431,1.0,0.3,7.43,2,3,7.0,1
0.0287,0.8366,0.0,0.6,8.37,7,3,7.0,0
0.774,0.2352,1.0,0.6,4.7,7,1,6.0,1
0.7538,0.299,1.0,0.6,5.98,7,1,7.5,1
0.572,0.2287,0.0,1.0,4.57,2,4,7.0,0
0.2567,0.3176,1.0,1.0,6.35,5,4,7.5,1
0.414,0.2544,0.5,1.0,5.09,5,1,7.0,0
0.2094,0.2928,1.0,1.0,5.86,6,5,6.0,0
0.5708,0.6713,0.0,0.6,6.71,7,5,6.0,0
0.6347,0.8763,0.5,0.6,8.76,6,2,7.5,1
0.9154,0.317,1.0,0.3,6.34,1,5,6.5,1
0.3211,0.8045,1.0,1.0,8.05,7,4,6.5,1
0.3721,0.7889,1.0,0.0,7.89,7,2,7.5,1
0.5178,0.7937,1.0,1.0,7.94,3,3,7.0,1
0.1935,0.2861,1.0,0.3,5.72,6,3,6.0,0
0.1321,0.2938,1.0,0.0,5.88,7,1,7.0,0
0.3102,0.8421,1.0,0.6,8.42,3,5,7.5,1
0.7515,0.9167,0.5,0.6,9.17,4,1,6.0,1
0.591,0.9959,1.0,0.6,9.96,3,4,6.0,1
0.5363,0.8799,0.0,0.6,8.8,4,2,5.5,1
0.263,0.6742,1.0,0.6,6.74,7,2,6.5,0
0.874,0.2273,1.0,1.0,4.55,2,4,7.0,1
0.2884,0.9382,0.5,1.0,9.38,2,5,6.0,0
0.7817,0.2663,0.0,0.0,5.33,7,2,7.0,0
0.2301,0.9993,0.5,0.6,9.99,3,1,6.5,0
0.5079,0.795,0.0,0.0,7.95,2,3,7.0,0
0.8511,0.8706,1.0,1.0,8.71,6,4,5.5,1
0.5868,0.7985,1.0,0.0,7.98,3,2,7.5,1
0.6313,0.8205,1.0,0.6,8.2,1,4,7.0,1
0.8177,0.8838,0.5,0.0,8.84,1,4,7.0,1
0.4309,0.8404,1.0,0.6,8.4,1,4,7.0,1
0.5255,0.8993,0.5,1.0,8.99,3,4,6.0,1
0.3341,0.2747,1.0,0.0,5.49,6,5,6.5,0
0.5419,0.3234,0.0,1.0,6.47,2,5,7.5,0
0.8745,0.6975,0.0,0.3,6.97,7,5,6.5,1
0.7833,0.2069,0.0,0.6,4.14,7,2,7.0,0
0.8351,0.9048,0.0,0.3,9.05,1,2,7.5,1
0.2651,0.7517,0.0,0.6,7.52,7,3,7.0,0
0.6818,0.9052,1.0,0.0,9.05,3,4,7.5,1
0.1302,0.87,1.0,0.3,8.7,4,5,5.5,1
0.4397,0.9521,1.0,0.6,9.52,7,1,7.5,1
0.6024,0.9166,1.0,0.6,9.17,6,3,7.0,1
0.1073,0.8029,1.0,0.0,8.03,7,3,7.5,0
0.0577,0.3287,0.0,1.0,6.57,4,2,7.0,0
0.9053,0.3016,1.0,0.6,6.03,4,2,7.0,1
0.504,0.8662,1.0,1.0,8.66,6,1,6.0,1
0.6202,0.8968,1.0,0.0,8.97,1,2,6.5,1
0.7905,0.8006,0.0,1.0,8.01,6,4,6.0,1
0.5582,0.291,1.0,0.3,5.82,6,5,6.5,1
0.7362,0.3018,1.0,0.3,6.04,2,2,7.0,1
0.283,0.9725,1.0,1.0,9.72,5,1,5.5,1
0.1178,0.7326,1.0,0.3,7.33,4,5,7.0,0
0.4848,0.8179,1.0,0.6,8.18,4,2,6.5,1
0.3222,0.9711,1.0,0.0,9.71,1,5,7.5,0
0.828,0.7193,0.5,0.6,7.19,4,1,5.5,1
0.3966,0.2223,1.0,0.3,4.45,6,1,6.5,0
0.4107,0.9235,0.0,0.3,9.24,4,5,6.0,0
0.4143,0.3731,1.0,0.0,7.46,4,2,7.5,0
0.4408,0.7105,1.0,1.0,7.1,4,2,7.0,1
0.5221,0.9155,1.0,1.0,9.15,7,5,6.5,1
0.6586,0.6188,1.0,0.0,6.19,1,3,6.0,1
0.4544,0.9601,0.5,1.0,9.6,7,5,7.5,1
0.6674,0.7673,0.5,1.0,7.67,2,5,7.0,1
0.3083,0.3135,0.0,0.0,6.27,7,3,7.0,0
0.5714,0.7743,1.0,1.0,7.74,3,3,7.0,1
0.4949,0.9771,1.0,1.0,9.77,3,2,6.0,1
0.8826,0.7313,1.0,0.3,7.31,7,2,6.0,1
0.6122,0.7798,1.0,1.0,7.8,5,5,5.5,1
0.4278,0.7937,0.0,0.6,7.94,1,1,7.5,0
0.8554,0.2831,0.0,0.3,5.66,3,1,6.5,0
0.2704,0.7276,0.5,0.6,7.28,5,3,6.5,0
0.5385,0.2,1.0,0.6,4.0,1,1,7.5,1
0.8887,0.7227,0.5,1.0,7.23,6,1,6.5,1
0.9584,0.8205,0.0,0.6,8.2,3,4,6.5,1
0.3545,0.3354,1.0,0.6,6.71,4,2,7.5,0
0.7725,0.6304,0.0,1.0,6.3,1,2,5.5,1
0.7071,0.3016,0.5,0.6,6.03,5,4,6.5,1
0.4224,0.3351,1.0,0.6,6.7,6,1,7.5,1
0.3874,0.3071,0.5,0.6,6.14,1,4,6.5,0
0.6149,0.2868,1.0,1.0,5.74,5,5,6.0,1
0.1492,0.9609,1.0,1.0,9.61,4,5,5.5,1
0.1605,0.739,0.0,0.6,7.39,5,5,5.5,0
0.7481,0.2192,1.0,0.3,4.38,2,4,6.0,1
0.5596,0.7613,1.0,0.3,7.61,7,1,6.5,1
0.7111,0.2223,0.5,1.0,4.45,7,2,6.5,1
0.2484,0.2634,1.0,0.3,5.27,5,2,7.0,0
0.9135,0.7625,0.5,0.6,7.63,1,5,5.5,1
0.5009,0.7079,1.0,0.6,7.08,4,2,6.5,1
0.757,0.3594,1.0,0.0,7.19,2,4,7.5,0
0.3344,0.6457,0.0,0.0,6.46,5,4,6.0,0
